app,route,methods,source,verification
sohamyoga-frontend,/api/ecommerce/categories,GET,sohamyoga-frontend/src/app/api/ecommerce/categories/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/dashboard,GET,sohamyoga-frontend/src/app/api/ecommerce/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/inventory/[id],PATCH,sohamyoga-frontend/src/app/api/ecommerce/inventory/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/inventory,"GET,PATCH",sohamyoga-frontend/src/app/api/ecommerce/inventory/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/orders,GET,sohamyoga-frontend/src/app/api/ecommerce/orders/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/products/[id],PATCH,sohamyoga-frontend/src/app/api/ecommerce/products/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/products,"GET,POST",sohamyoga-frontend/src/app/api/ecommerce/products/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/recommendations,GET,sohamyoga-frontend/src/app/api/ecommerce/recommendations/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/ecommerce/vendors,"POST,PATCH,GET",sohamyoga-frontend/src/app/api/ecommerce/vendors/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/events/[id]/register,POST,sohamyoga-frontend/src/app/api/events/[id]/register/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/events/[id]/registrations,"GET,POST",sohamyoga-frontend/src/app/api/events/[id]/registrations/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/events/[id]/status,POST,sohamyoga-frontend/src/app/api/events/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/events,"GET,POST",sohamyoga-frontend/src/app/api/events/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/experiments/[key]/assign,GET,sohamyoga-frontend/src/app/api/experiments/[key]/assign/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/experiments,"GET,POST",sohamyoga-frontend/src/app/api/experiments/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/features,"GET,PATCH",sohamyoga-frontend/src/app/api/features/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/forms/[id]/status,POST,sohamyoga-frontend/src/app/api/forms/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/forms/[id]/submissions,GET,sohamyoga-frontend/src/app/api/forms/[id]/submissions/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/forms/[id]/submit,POST,sohamyoga-frontend/src/app/api/forms/[id]/submit/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/forms,"GET,POST",sohamyoga-frontend/src/app/api/forms/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/integrations/events,POST,sohamyoga-frontend/src/app/api/integrations/events/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/journey,GET,sohamyoga-frontend/src/app/api/journey/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/landing-pages/[id]/publish,POST,sohamyoga-frontend/src/app/api/landing-pages/[id]/publish/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/landing-pages,"GET,POST",sohamyoga-frontend/src/app/api/landing-pages/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/lifecycle-campaigns/[id],PATCH,sohamyoga-frontend/src/app/api/lifecycle-campaigns/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/lifecycle-campaigns/generate-content,POST,sohamyoga-frontend/src/app/api/lifecycle-campaigns/generate-content/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/lifecycle-campaigns,"GET,POST",sohamyoga-frontend/src/app/api/lifecycle-campaigns/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/lifecycle-campaigns/segments,GET,sohamyoga-frontend/src/app/api/lifecycle-campaigns/segments/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/automation/assets/[id],PATCH,sohamyoga-frontend/src/app/api/marketing/automation/assets/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/automation/assets,GET,sohamyoga-frontend/src/app/api/marketing/automation/assets/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/automation/import-website,POST,sohamyoga-frontend/src/app/api/marketing/automation/import-website/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/automation,"GET,POST",sohamyoga-frontend/src/app/api/marketing/automation/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/tenants,"GET,POST",sohamyoga-frontend/src/app/api/marketing/tenants/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/voice-of-customer/[id],PATCH,sohamyoga-frontend/src/app/api/marketing/voice-of-customer/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/marketing/voice-of-customer,GET,sohamyoga-frontend/src/app/api/marketing/voice-of-customer/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/mcp/agent-webhook,POST,sohamyoga-frontend/src/app/api/mcp/agent-webhook/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/mcp/social,"GET,POST",sohamyoga-frontend/src/app/api/mcp/social/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/plans,GET,sohamyoga-frontend/src/app/api/plans/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/platform/endpoints,GET,sohamyoga-frontend/src/app/api/platform/endpoints/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/pricing/plans/[id],PATCH,sohamyoga-frontend/src/app/api/pricing/plans/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/pricing/plans,"GET,POST",sohamyoga-frontend/src/app/api/pricing/plans/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/service-reviews/[id]/draft-response,POST,sohamyoga-frontend/src/app/api/service-reviews/[id]/draft-response/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/service-reviews/[id]/respond,POST,sohamyoga-frontend/src/app/api/service-reviews/[id]/respond/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/service-reviews/[id]/status,POST,sohamyoga-frontend/src/app/api/service-reviews/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/service-reviews,"GET,POST",sohamyoga-frontend/src/app/api/service-reviews/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/social/meta-health,GET,sohamyoga-frontend/src/app/api/social/meta-health/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/social/sentiment,"POST,GET",sohamyoga-frontend/src/app/api/social/sentiment/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/social/setup,"POST,GET",sohamyoga-frontend/src/app/api/social/setup/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/socials/facebook/callback,GET,sohamyoga-frontend/src/app/api/socials/facebook/callback/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/subscriptions/[id],PATCH,sohamyoga-frontend/src/app/api/subscriptions/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/subscriptions,"GET,POST",sohamyoga-frontend/src/app/api/subscriptions/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/survey/[slug]/respond,"GET,POST",sohamyoga-frontend/src/app/api/survey/[slug]/respond/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/survey/nps-records,GET,sohamyoga-frontend/src/app/api/survey/nps-records/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/survey/nps-summary,GET,sohamyoga-frontend/src/app/api/survey/nps-summary/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/surveys/[slug]/respond,POST,sohamyoga-frontend/src/app/api/surveys/[slug]/respond/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/surveys/[slug],GET,sohamyoga-frontend/src/app/api/surveys/[slug]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/tracking-pixels,GET,sohamyoga-frontend/src/app/api/tracking-pixels/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/videos/[id]/approve-script,POST,sohamyoga-frontend/src/app/api/videos/[id]/approve-script/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/videos/[id]/generate-script,POST,sohamyoga-frontend/src/app/api/videos/[id]/generate-script/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/videos/[id]/render,POST,sohamyoga-frontend/src/app/api/videos/[id]/render/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/videos/[id]/status,POST,sohamyoga-frontend/src/app/api/videos/[id]/status/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/videos,"GET,POST",sohamyoga-frontend/src/app/api/videos/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/webhooks/github,POST,sohamyoga-frontend/src/app/api/webhooks/github/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/webhooks/gitlab,POST,sohamyoga-frontend/src/app/api/webhooks/gitlab/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/api/webhooks/patreon,POST,sohamyoga-frontend/src/app/api/webhooks/patreon/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/go/[slug],GET,sohamyoga-frontend/src/app/go/[slug]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/r/[code],GET,sohamyoga-frontend/src/app/r/[code]/route.ts,Declared route only; method success and authorization unverified in this inventory
sohamyoga-frontend,/utm/[id],GET,sohamyoga-frontend/src/app/utm/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/admin/operations-alerts,,market-research-portal/src/app/api/admin/operations-alerts/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/auth/login,POST,market-research-portal/src/app/api/auth/login/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/auth/logout,POST,market-research-portal/src/app/api/auth/logout/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/campaigns/[campaignId]/messages,"GET,POST",market-research-portal/src/app/api/campaigns/[campaignId]/messages/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/campaigns/[campaignId]/send,POST,market-research-portal/src/app/api/campaigns/[campaignId]/send/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/campaigns,"GET,POST",market-research-portal/src/app/api/campaigns/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/competitors/[competitorId]/features,POST,market-research-portal/src/app/api/competitors/[competitorId]/features/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/competitors,"GET,POST",market-research-portal/src/app/api/competitors/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/construction-twin/import,POST,market-research-portal/src/app/api/construction-twin/import/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/construction-twin,"GET,POST",market-research-portal/src/app/api/construction-twin/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/content-factory,"GET,POST",market-research-portal/src/app/api/content-factory/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/digital-marketing,,market-research-portal/src/app/api/digital-marketing/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/digital-marketing/video/render,,market-research-portal/src/app/api/digital-marketing/video/render/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/email-templates,,market-research-portal/src/app/api/email-templates/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/hook-experiments,,market-research-portal/src/app/api/hook-experiments/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/hooks,,market-research-portal/src/app/api/hooks/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/intake,,market-research-portal/src/app/api/intake/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/jobs/run,POST,market-research-portal/src/app/api/jobs/run/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/leads/capture,,market-research-portal/src/app/api/leads/capture/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/leads,,market-research-portal/src/app/api/leads/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/meeting-reports/[id]/export,GET,market-research-portal/src/app/api/meeting-reports/[id]/export/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/meeting-reports/[id],"GET,PATCH",market-research-portal/src/app/api/meeting-reports/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/meeting-reports,"GET,POST",market-research-portal/src/app/api/meeting-reports/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/phases/[phaseSlug],GET,market-research-portal/src/app/api/phases/[phaseSlug]/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/phases,GET,market-research-portal/src/app/api/phases/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/research-library,,market-research-portal/src/app/api/research-library/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/service-catalog,,market-research-portal/src/app/api/service-catalog/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/spatial-learning,"GET,POST",market-research-portal/src/app/api/spatial-learning/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/spatial-learning/transcribe,POST,market-research-portal/src/app/api/spatial-learning/transcribe/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/studies/[studyId]/phases/[phaseSlug]/checklist,"PATCH,POST",market-research-portal/src/app/api/studies/[studyId]/phases/[phaseSlug]/checklist/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/studies/[studyId]/phases/[phaseSlug],GET,market-research-portal/src/app/api/studies/[studyId]/phases/[phaseSlug]/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/studies/[studyId],GET,market-research-portal/src/app/api/studies/[studyId]/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/studies,"GET,POST",market-research-portal/src/app/api/studies/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/topic-flows,,market-research-portal/src/app/api/topic-flows/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/topic-signals,,market-research-portal/src/app/api/topic-signals/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/ui-errors,POST,market-research-portal/src/app/api/ui-errors/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/voice-ai/preview,POST,market-research-portal/src/app/api/voice-ai/preview/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/voice-ai,,market-research-portal/src/app/api/voice-ai/route.ts,Declared route only; method success and authorization unverified in this inventory
market-research-portal,/api/voice-ai/transcribe,,market-research-portal/src/app/api/voice-ai/transcribe/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/business-customers/[id]/contacts,"POST,PUT",voice-agent-platform/src/app/api/admin/business-customers/[id]/contacts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/business-customers/[id]/cost-cap,"GET,POST",voice-agent-platform/src/app/api/admin/business-customers/[id]/cost-cap/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/business-customers/[id],"GET,PATCH",voice-agent-platform/src/app/api/admin/business-customers/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/business-customers/[id]/scripts,"GET,POST",voice-agent-platform/src/app/api/admin/business-customers/[id]/scripts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/business-customers,"GET,POST",voice-agent-platform/src/app/api/admin/business-customers/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/calls/[id]/quality-review,POST,voice-agent-platform/src/app/api/admin/calls/[id]/quality-review/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/calls/place,POST,voice-agent-platform/src/app/api/admin/calls/place/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/contacts/[id]/preferences,"GET,POST",voice-agent-platform/src/app/api/admin/contacts/[id]/preferences/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/inbound-routing,"GET,POST",voice-agent-platform/src/app/api/admin/inbound-routing/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/notifications/[id]/read,POST,voice-agent-platform/src/app/api/admin/notifications/[id]/read/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/notifications/read-all,POST,voice-agent-platform/src/app/api/admin/notifications/read-all/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/admin/notifications,GET,voice-agent-platform/src/app/api/admin/notifications/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/auth/login,POST,voice-agent-platform/src/app/api/auth/login/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/auth/logout,POST,voice-agent-platform/src/app/api/auth/logout/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/auth/me,GET,voice-agent-platform/src/app/api/auth/me/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/calendar/availability,GET,voice-agent-platform/src/app/api/calendar/availability/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/calendar/status,GET,voice-agent-platform/src/app/api/calendar/status/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/calls/[id],GET,voice-agent-platform/src/app/api/calls/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/calls,"GET,POST",voice-agent-platform/src/app/api/calls/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/contacts/[id],"GET,PATCH",voice-agent-platform/src/app/api/contacts/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/contacts,"GET,POST",voice-agent-platform/src/app/api/contacts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/auth/login,POST,voice-agent-platform/src/app/api/customer/auth/login/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/auth/logout,POST,voice-agent-platform/src/app/api/customer/auth/logout/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/auth/me,GET,voice-agent-platform/src/app/api/customer/auth/me/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/auth/register,POST,voice-agent-platform/src/app/api/customer/auth/register/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/billing,GET,voice-agent-platform/src/app/api/customer/billing/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/calls,GET,voice-agent-platform/src/app/api/customer/calls/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/contacts/import,POST,voice-agent-platform/src/app/api/customer/contacts/import/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/contacts,"GET,POST",voice-agent-platform/src/app/api/customer/contacts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/notifications/[id]/read,POST,voice-agent-platform/src/app/api/customer/notifications/[id]/read/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/notifications/read-all,POST,voice-agent-platform/src/app/api/customer/notifications/read-all/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/notifications,GET,voice-agent-platform/src/app/api/customer/notifications/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/profile,"GET,PATCH",voice-agent-platform/src/app/api/customer/profile/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/customer/scripts,"GET,POST",voice-agent-platform/src/app/api/customer/scripts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/dashboard,GET,voice-agent-platform/src/app/api/dashboard/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/forms/[id],"GET,PATCH",voice-agent-platform/src/app/api/forms/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/forms/[id]/submissions,GET,voice-agent-platform/src/app/api/forms/[id]/submissions/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/forms,"GET,POST",voice-agent-platform/src/app/api/forms/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/health,GET,voice-agent-platform/src/app/api/health/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/mcp,POST,voice-agent-platform/src/app/api/mcp/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/public/forms/[slug]/submit,POST,voice-agent-platform/src/app/api/public/forms/[slug]/submit/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/script-templates,GET,voice-agent-platform/src/app/api/script-templates/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id]/publish,POST,voice-agent-platform/src/app/api/scripts/[id]/publish/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id],GET,voice-agent-platform/src/app/api/scripts/[id]/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id]/versions/[versionId]/sync-vapi/history,GET,voice-agent-platform/src/app/api/scripts/[id]/versions/[versionId]/sync-vapi/history/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id]/versions/[versionId]/sync-vapi,POST,voice-agent-platform/src/app/api/scripts/[id]/versions/[versionId]/sync-vapi/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id]/versions/[versionId]/vapi-config,PATCH,voice-agent-platform/src/app/api/scripts/[id]/versions/[versionId]/vapi-config/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts/[id]/versions,POST,voice-agent-platform/src/app/api/scripts/[id]/versions/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/scripts,"GET,POST",voice-agent-platform/src/app/api/scripts/route.ts,Declared route only; method success and authorization unverified in this inventory
voice-agent-platform,/api/webhooks/vapi,POST,voice-agent-platform/src/app/api/webhooks/vapi/route.ts,Declared route only; method success and authorization unverified in this inventory
